geo,age,sex,isced11,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Denmark,From 20 to 24 years,Total,Tertiary education (levels 5-8),16.0,14.0,14.0,,14.8,9.7,12.3,11.7,13.2,7.7,9.9,11.5,12.0,10.9,11.2
Denmark,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),11.5,11.2,11.4,10.7,10.4,9.5,9.0,8.3,7.2,7.1,8.9,9.1,8.8,9.5,11.4
Denmark,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,9.7,9.0,8.8,8.4,7.1,7.5,9.3,9.7,9.4,10.1,12.3
Denmark,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,12.6,11.1,9.9,7.9,7.4,,7.2,,,6.3,6.7
Estonia,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",40.4,24.0,31.5,18.5,18.6,15.4,16.9,,16.0,17.0,25.2,21.9,24.7,,
Estonia,From 20 to 24 years,Total,Tertiary education (levels 5-8),19.1,15.8,,16.4,,,,,,,,,,,
Estonia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),29.4,19.0,16.8,17.1,12.5,12.5,11.7,10.7,9.0,7.5,14.5,12.8,15.0,14.0,15.7
Estonia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,12.9,16.9,12.4,11.3,7.8,7.4,12.7,9.9,16.2,12.9,16.6
Estonia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,11.9,8.0,11.0,9.9,10.8,,17.6,17.6,12.0,,
Finland,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",26.8,30.7,24.5,28.6,28.5,32.2,27.4,31.0,26.5,25.8,32.1,17.1,20.0,20.3,27.3
Finland,From 20 to 24 years,Total,Tertiary education (levels 5-8),,,,,,15.0,,,,,,,,,
Finland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),15.9,14.4,13.6,14.8,15.9,17.9,15.3,15.4,12.4,12.4,16.9,12.7,10.4,11.6,12.4
Finland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,17.3,18.1,15.1,16.2,14.0,14.3,17.8,12.0,10.2,12.7,14.0
Finland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,14.6,17.6,14.2,14.0,10.2,10.7,16.0,13.5,10.5,10.3,10.5
France,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",37.6,35.2,38.4,39.0,41.2,41.2,42.8,42.8,40.0,40.3,37.1,36.8,30.4,35.4,35.1
France,From 20 to 24 years,Total,Tertiary education (levels 5-8),13.4,13.1,14.5,15.4,14.5,15.7,15.5,12.4,11.9,11.5,13.1,12.6,11.0,11.1,12.3
France,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),18.7,18.3,19.4,20.9,21.6,22.0,22.0,20.6,19.4,18.1,18.9,17.6,16.2,15.4,16.6
France,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,18.9,18.3,20.3,17.9,16.7,18.0,18.8,18.5,16.6,16.1,17.9
France,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,22.8,23.6,22.7,21.7,20.7,18.1,18.9,17.0,15.9,14.9,15.5
Germany,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",16.2,14.7,15.5,14.6,15.4,15.2,14.9,14.2,13.0,11.4,13.3,12.4,8.0,8.2,8.4
Germany,From 20 to 24 years,Total,Tertiary education (levels 5-8),6.5,4.3,4.4,3.7,4.4,4.3,3.6,3.7,3.7,3.1,,4.8,3.6,3.6,5.1
Germany,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),7.2,5.9,5.3,5.7,5.1,4.6,4.5,4.0,3.6,3.6,4.6,4.7,3.9,3.9,4.8
Germany,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,4.1,4.1,4.5,4.4,4.2,4.2,5.5,5.9,5.2,5.9,6.7
Germany,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,5.6,4.9,4.5,3.7,3.2,3.2,3.8,3.7,3.0,2.7,3.5
Greece,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",31.1,42.6,49.7,57.6,52.0,50.8,46.8,48.7,53.6,51.6,37.8,47.3,45.7,32.3,30.2
Greece,From 20 to 24 years,Total,Tertiary education (levels 5-8),42.8,48.3,51.8,48.3,49.4,48.8,46.1,48.4,40.8,37.6,39.6,34.4,27.3,30.0,26.7
Greece,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),29.7,41.5,55.6,58.3,51.4,48.3,46.1,39.0,36.0,31.4,33.1,32.7,28.0,23.5,18.8
Greece,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,50.4,44.8,43.8,35.2,30.1,26.3,26.5,26.8,28.3,22.1,17.4
Greece,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,52.6,52.8,49.4,43.8,42.5,37.1,40.9,40.6,27.4,25.5,20.8
Hungary,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",38.5,40.4,40.8,38.9,31.4,30.5,22.6,18.4,21.7,24.1,20.5,18.9,18.9,21.3,25.2
Hungary,From 20 to 24 years,Total,Tertiary education (levels 5-8),22.0,19.4,19.0,18.1,16.8,11.3,,,,9.5,,11.6,,8.9,9.3
Hungary,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),22.4,22.0,24.6,22.3,16.4,12.9,9.9,7.6,6.2,7.3,10.3,10.0,7.1,8.3,10.1
Hungary,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,16.1,12.1,11.1,10.7,7.7,7.6,10.8,11.7,7.3,5.3,9.0
Hungary,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,16.5,13.2,9.2,6.1,5.4,7.2,10.1,9.1,7.1,9.7,10.6
Iceland,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",18.2,16.4,16.3,12.3,9.7,8.5,7.7,9.1,7.2,8.9,10.2,15.8,,,10.3
Iceland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),9.8,9.9,8.5,5.4,6.0,5.1,4.6,5.2,,5.6,6.5,7.6,5.5,7.4,5.5
Iceland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,5.4,,,,,6.4,7.3,7.4,5.9,8.7,
Ireland,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",47.5,54.7,56.1,46.1,47.5,46.0,39.8,39.8,31.3,,,,,,
Ireland,From 20 to 24 years,Total,Tertiary education (levels 5-8),17.8,17.2,17.0,15.8,14.4,11.3,10.2,8.9,7.9,7.6,12.3,11.6,8.6,9.3,8.8
Ireland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),25.2,26.1,27.9,25.0,22.0,19.5,15.8,12.3,11.5,9.3,12.8,11.9,7.1,7.5,7.7
Ireland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,20.4,18.3,15.9,11.0,10.6,9.4,13.2,11.3,7.0,7.5,7.4
Ireland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,29.1,24.3,16.6,17.2,14.8,,,,,,
Italy,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",26.6,28.2,34.7,41.0,44.4,42.0,43.0,41.5,38.9,36.7,36.2,36.5,31.5,28.6,25.4
Italy,From 20 to 24 years,Total,Tertiary education (levels 5-8),23.1,26.4,32.8,31.2,34.1,34.4,28.5,27.3,25.4,20.1,26.5,23.3,17.0,19.5,14.4
Italy,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),24.1,25.0,30.5,35.2,37.9,36.0,33.1,29.4,26.7,23.6,24.1,24.2,19.2,19.0,16.9
Italy,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,38.5,36.8,35.7,29.5,27.2,25.1,27.8,24.2,22.0,19.2,18.7
Italy,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,37.8,35.8,32.4,29.4,26.6,23.2,23.2,24.2,18.4,19.0,16.3
Latvia,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",42.0,34.4,36.3,38.6,28.3,17.6,30.3,23.3,,,,,,,
Latvia,From 20 to 24 years,Total,Tertiary education (levels 5-8),20.9,14.3,13.7,18.5,15.1,14.9,16.2,17.9,,,,,,,
Latvia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.9,30.0,24.8,19.2,17.8,14.7,14.5,14.8,12.4,11.7,11.9,13.6,14.5,11.0,11.4
Latvia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,18.5,14.6,13.7,14.5,12.5,9.3,12.2,12.5,12.4,10.8,10.5
Latvia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,16.5,14.9,15.4,15.3,12.2,16.2,,,18.5,,
Lithuania,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",52.0,44.7,,39.0,39.6,33.9,30.1,27.3,21.7,,34.6,31.9,,,
Lithuania,From 20 to 24 years,Total,Tertiary education (levels 5-8),26.5,21.2,22.9,19.1,14.0,13.7,8.0,8.8,10.9,6.6,7.9,8.6,9.6,7.8,12.4
Lithuania,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.9,31.8,24.9,20.0,17.5,14.3,14.9,12.9,10.1,12.8,21.3,14.0,10.7,13.2,13.0
Lithuania,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,15.2,13.3,12.9,10.2,9.4,8.6,19.7,14.7,7.9,9.6,13.5
Lithuania,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,20.9,15.6,17.9,17.7,11.3,20.4,24.4,12.9,15.2,20.1,11.5
Luxembourg,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",21.4,29.4,21.4,19.9,25.8,20.3,21.9,22.9,,20.3,30.2,15.9,19.8,,
Luxembourg,From 20 to 24 years,Total,Tertiary education (levels 5-8),,,,,,,,,,,,11.5,,,
Luxembourg,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),9.4,11.2,16.9,10.2,19.2,13.3,15.1,10.6,11.9,14.1,19.5,11.8,12.5,,
Luxembourg,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,19.1,13.4,16.0,11.3,12.3,15.0,20.9,,,,
Luxembourg,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,,,,,,,,11.8,12.5,,
Malta,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",13.6,15.7,15.5,17.7,18.4,21.4,18.0,16.5,13.1,19.8,18.6,,20.8,,
Malta,From 20 to 24 years,Total,Tertiary education (levels 5-8),,,8.0,8.7,,,,,,,9.9,,,,
Malta,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),6.8,6.8,6.4,5.9,6.4,4.8,5.5,6.4,5.4,5.3,7.3,8.8,5.5,,6.3
Malta,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,6.6,5.3,6.8,7.4,5.8,,9.5,8.2,6.3,,8.3
Malta,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,,,,,,,,9.7,,,
Montenegro,From 20 to 24 years,Total,Tertiary education (levels 5-8),,,,29.6,,27.9,,,,,41.0,,,,
Montenegro,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,34.4,40.2,36.0,36.4,35.9,32.4,30.5,30.9,24.8,31.7,,,,
Montenegro,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,38.9,35.0,33.8,33.1,32.3,26.9,33.0,,,,
Netherlands,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",14.9,11.6,13.1,16.6,17.0,15.7,13.7,11.4,9.5,10.3,10.8,10.5,6.6,8.5,9.1
Netherlands,From 20 to 24 years,Total,Tertiary education (levels 5-8),7.6,6.2,6.7,7.9,7.6,6.4,5.9,5.2,4.5,4.5,6.3,6.6,5.9,6.5,7.6
Netherlands,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),7.9,6.7,8.5,9.9,9.4,7.5,7.5,6.1,4.9,4.9,7.3,6.1,5.5,5.8,6.1
Netherlands,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,9.3,8.1,8.5,6.5,6.4,5.7,8.9,7.4,6.6,7.5,7.0
Netherlands,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,9.4,7.0,6.7,5.8,3.8,4.2,6.0,4.8,4.2,3.9,5.2
North Macedonia,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",59.3,65.8,69.6,56.7,51.5,46.6,49.5,61.8,52.3,28.0,40.7,,,,
North Macedonia,From 20 to 24 years,Total,Tertiary education (levels 5-8),53.2,67.3,61.8,61.4,65.5,54.9,52.8,50.4,47.4,40.1,37.3,,,,
North Macedonia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),50.3,48.1,47.3,45.0,47.5,46.0,44.0,41.2,40.7,35.2,32.8,,,,
North Macedonia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,,,50.1,52.2,50.5,50.2,41.9,,,,
North Macedonia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,,,42.0,36.7,36.9,29.2,29.4,,,,
Norway,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",12.1,11.1,11.3,14.2,11.3,14.0,12.9,12.5,11.6,,,11.3,10.7,,11.8
Norway,From 20 to 24 years,Total,Tertiary education (levels 5-8),5.5,5.6,7.2,5.4,4.4,5.6,5.2,,,,,,,,
Norway,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),5.5,5.5,5.3,5.3,5.9,6.9,8.1,7.0,6.5,6.9,8.3,8.0,6.1,6.3,5.6
Norway,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,3.9,7.1,8.6,7.6,7.6,8.6,10.3,10.0,6.7,7.6,6.2
Norway,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,7.3,6.1,6.6,,,,,,,,
Poland,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",37.3,38.1,37.7,36.9,34.1,32.2,30.3,25.3,19.2,10.8,,,19.4,,
Poland,From 20 to 24 years,Total,Tertiary education (levels 5-8),20.7,22.0,22.5,23.5,19.5,17.0,13.4,11.3,9.8,7.8,10.4,10.1,9.7,6.5,6.8
Poland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),21.8,24.0,24.3,25.6,22.3,19.0,15.6,13.6,10.7,8.9,10.0,11.1,9.2,10.8,9.8
Poland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,18.7,16.9,14.4,12.8,9.4,9.2,11.1,11.2,8.8,9.2,8.2
Poland,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,23.8,19.8,16.1,14.1,11.4,8.9,9.7,11.1,9.4,11.6,10.8
Portugal,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",19.5,27.1,34.4,36.9,34.7,33.8,32.5,26.9,19.9,20.4,24.1,27.3,26.9,25.0,29.7
Portugal,From 20 to 24 years,Total,Tertiary education (levels 5-8),26.1,29.4,40.0,37.6,31.2,29.8,29.7,23.3,18.9,17.2,23.9,24.2,16.6,18.9,18.0
Portugal,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.6,24.2,32.0,32.9,30.0,26.6,21.4,18.6,16.5,14.7,18.8,19.2,14.0,15.5,17.1
Portugal,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,30.5,27.7,23.3,20.9,16.7,16.9,21.9,16.7,14.9,16.9,18.2
Portugal,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,29.7,25.9,20.2,17.1,16.3,13.2,16.8,20.7,13.4,14.6,16.1
Romania,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",15.2,19.3,16.0,16.7,17.1,17.0,12.9,13.7,10.3,14.2,12.7,20.7,22.1,25.6,25.0
Romania,From 20 to 24 years,Total,Tertiary education (levels 5-8),27.9,28.3,26.6,31.3,33.2,23.2,22.7,13.5,15.1,14.4,,18.3,16.1,18.5,21.9
Romania,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),22.6,22.8,21.7,22.5,21.5,20.1,19.2,17.7,14.7,13.9,15.0,16.5,17.8,14.9,15.7
Romania,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,26.8,25.7,22.1,20.6,15.7,13.7,17.7,21.9,19.6,15.3,
Romania,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,20.2,18.9,18.5,16.7,14.3,14.0,14.4,15.7,17.5,14.9,15.4
Serbia,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",46.7,52.2,49.7,46.8,44.7,39.1,36.0,31.8,30.8,39.6,36.1,29.2,35.7,43.9,35.5
Serbia,From 20 to 24 years,Total,Tertiary education (levels 5-8),56.6,54.8,54.6,63.2,50.2,51.5,44.2,35.9,34.4,29.7,29.3,28.2,15.7,28.8,24.6
Serbia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.7,47.4,47.7,44.6,44.4,40.2,32.0,28.1,26.0,23.1,22.3,23.3,20.8,20.6,18.8
Serbia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,40.0,35.2,30.0,26.0,26.2,20.3,19.2,19.6,16.2,22.0,16.3
Serbia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,44.6,40.5,32.2,28.2,26.0,23.4,22.5,23.6,21.2,20.4,19.1
Slovakia,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",64.3,58.4,60.7,54.6,53.7,55.9,41.5,37.7,40.2,51.1,51.8,,,55.9,62.6
Slovakia,From 20 to 24 years,Total,Tertiary education (levels 5-8),27.5,24.2,29.1,30.8,30.0,23.5,26.2,23.2,,,,,,,
Slovakia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),28.3,27.7,28.5,28.3,24.0,20.6,16.7,12.7,9.0,8.8,14.1,15.0,13.1,13.6,10.3
Slovakia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,,,,,30.8,20.7,23.8,15.9,,,,,,,
Slovakia,From 20 to 24 years,Total,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,,,,,22.5,19.1,15.3,12.0,8.7,8.8,14.1,15.1,13.8,14.4,10.6
Slovenia,From 20 to 24 years,Total,"Less than primary, primary and lower secondary education (levels 0-2)",30.4,41.3,41.2,46.8,39.6,40.6,34.4,22.9,18.5,19.0,34.1,,,19.3,20.2
Slovenia,From 20 to 24 years,Total,Tertiary education (levels 5-8),16.9,16.8,21.3,22.6,21.2,9.9,13.4,9.1,8.6,,14.1,,,,
